,id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfmscore,Customer Segment,Date
1889,2961,86,10,382,1,2,2,122,0,2013-02-26
1890,2747,90,9,2126,1,2,4,124,big_spenders,2012-08-31
1891,3010,87,12,2069,1,3,4,134,big_spenders,2014-02-05
1892,5790,62,5,72,2,1,2,212,0,2013-01-27
1893,6892,23,16,732,4,4,3,443,loyals,2014-03-06
1894,1743,99,7,801,1,2,3,123,0,2014-05-26
1895,3578,29,9,236,3,2,2,322,0,2013-10-20
1896,8462,52,3,80,2,1,2,212,0,2012-09-09
1897,5558,90,8,1685,1,2,4,124,big_spenders,2014-03-31
1898,4619,9,27,277,4,4,2,442,loyals,2014-05-28
1899,8780,71,11,507,2,3,3,233,0,2013-06-13
1900,10789,13,5,68,4,1,1,411,rookies,2013-02-23
1901,10779,16,4,49,4,1,1,411,rookies,2014-04-13
1902,5896,94,10,397,1,2,2,122,0,2014-03-18
1903,2337,77,6,39,1,2,1,121,0,2013-10-24
1904,10951,20,11,306,4,3,2,432,0,2014-01-25
1905,544,51,9,976,2,2,3,223,0,2013-11-05
1906,17,81,13,1028,1,3,3,133,0,2013-06-09
1907,10680,71,6,70,2,2,2,222,0,2014-05-02
1908,3265,36,4,46,3,1,1,311,0,2013-03-19
1909,5623,95,3,51,1,1,1,111,lost,2013-09-26
1910,5832,32,16,1263,3,4,4,344,loyals,2014-04-20
1911,5544,32,12,1490,3,3,4,334,big_spenders,2012-10-11
1912,6417,85,17,1564,1,4,4,144,loyals,2012-10-14
1913,5831,93,10,1815,1,2,4,124,big_spenders,2012-08-22
1914,7101,24,20,1198,4,4,4,444,stars,2013-01-25
1915,10176,44,12,416,3,3,3,333,0,2012-08-24
1916,2326,15,5,85,4,1,2,412,0,2013-02-16
1917,4385,82,6,47,1,2,1,121,0,2013-05-31
1918,2929,27,6,137,3,2,2,322,0,2013-02-20
1919,10686,72,3,21,2,1,1,211,0,2012-12-26
1920,2546,7,5,70,4,1,2,412,0,2014-06-22
1921,3283,57,18,909,2,4,3,243,loyals,2014-01-19
1922,3138,84,13,1676,1,3,4,134,big_spenders,2012-10-20
1923,4994,53,20,1735,2,4,4,244,loyals,2013-01-10
1924,7966,48,22,1191,3,4,4,344,loyals,2013-08-01
1925,3112,2,4,24,4,1,1,411,rookies,2013-05-09
1926,10872,65,15,1182,2,4,4,244,loyals,2012-11-23
1927,2181,45,10,1280,3,2,4,324,big_spenders,2013-06-23
1928,1867,42,15,1336,3,4,4,344,loyals,2012-11-13
1929,1518,29,16,749,3,4,3,343,loyals,2013-06-17
1930,5734,83,6,91,1,2,2,122,0,2013-11-20
1931,2878,93,11,414,1,3,3,133,0,2013-09-28
1932,1458,40,6,44,3,2,1,321,0,2014-07-01
1933,7007,47,5,63,3,1,1,311,0,2014-01-04
1934,6200,50,15,901,2,4,3,243,loyals,2013-08-04
1935,1403,40,4,38,3,1,1,311,0,2012-06-09
1936,4827,3,13,455,4,3,3,433,0,2013-10-03
1937,6250,62,19,775,2,4,3,243,loyals,2012-11-19
1938,9291,25,3,15,3,1,1,311,0,2014-03-23
1939,2478,48,5,38,3,1,1,311,0,2013-08-31
1940,1139,56,10,1512,2,2,4,224,big_spenders,2014-06-02
1941,5138,68,4,43,2,1,1,211,0,2013-01-14
1942,5393,64,4,42,2,1,1,211,0,2012-07-08
1943,10413,67,16,1089,2,4,4,244,loyals,2014-04-25
1944,5015,94,5,162,1,1,2,112,0,2012-09-14
1945,10868,82,13,1272,1,3,4,134,big_spenders,2013-06-02
1946,10676,3,10,1173,4,2,4,424,big_spenders,2012-02-11
1947,2495,24,14,816,4,3,3,433,0,2014-06-20
1948,7842,54,6,74,2,2,2,222,0,2013-03-31
1949,9955,20,7,134,4,2,2,422,0,2013-12-02
1950,6663,96,7,157,1,2,2,122,0,2013-08-07
1951,2162,19,13,561,4,3,3,433,0,2013-09-18
1952,3434,60,14,1336,2,3,4,234,big_spenders,2014-12-05
1953,7919,2,18,2092,4,4,4,444,stars,2012-08-13
1954,5626,13,13,463,4,3,3,433,0,2013-11-23
1955,6428,37,8,1130,3,2,4,324,big_spenders,2014-03-05
1956,8514,59,4,20,2,1,1,211,0,2014-01-17
1957,10448,55,10,377,2,2,2,222,0,2012-10-22
1958,2109,60,16,1544,2,4,4,244,loyals,2013-04-23
1959,7530,48,6,138,3,2,2,322,0,2014-07-05
1960,8925,38,18,1012,3,4,3,343,loyals,2013-03-07
1961,3009,8,11,1766,4,3,4,434,big_spenders,2013-09-07
1962,6355,19,6,45,4,2,1,421,0,2014-06-17
1963,3517,32,6,161,3,2,2,322,0,2013-06-05
1964,1158,27,7,144,3,2,2,322,0,2014-05-01
1965,6203,58,18,1734,2,4,4,244,loyals,2013-08-24
1966,7165,59,18,823,2,4,3,243,loyals,2013-10-22
1967,3595,29,18,1138,3,4,4,344,loyals,2014-02-28
1968,8537,60,10,1429,2,2,4,224,big_spenders,2013-02-27
1969,4331,41,14,1371,3,3,4,334,big_spenders,2014-01-23
1970,6281,27,11,982,3,3,3,333,0,2013-02-14
1971,4338,28,4,44,3,1,1,311,0,2014-03-25
1972,2452,8,10,318,4,2,2,422,0,2013-01-01
1973,9507,18,11,434,4,3,3,433,0,2013-07-04
1974,8360,76,8,198,1,2,2,122,0,2013-07-11
1975,10311,0,25,359,4,4,2,442,loyals,2013-05-10
1976,5117,32,12,576,3,3,3,333,0,2012-02-08
1977,4867,2,7,88,4,2,2,422,0,2013-09-20
1978,9289,16,4,63,4,1,1,411,rookies,2014-10-04
1979,10913,56,3,27,2,1,1,211,0,2012-05-12
1980,3032,97,8,193,1,2,2,122,0,2013-02-27
1981,8524,15,6,101,4,2,2,422,0,2012-09-18
1982,3334,35,14,2211,3,3,4,334,big_spenders,2014-12-02
1983,4470,3,6,140,4,2,2,422,0,2013-10-06
1984,1406,49,11,415,3,3,3,333,0,2013-12-02
1985,8619,4,3,22,4,1,1,411,rookies,2012-12-24
1986,10821,45,9,263,3,2,2,322,0,2013-06-02
1987,4552,37,6,393,3,2,2,322,0,2013-06-22
1988,898,39,7,147,3,2,2,322,0,2013-10-21
1989,9797,38,11,443,3,3,3,333,0,2014-04-13
1990,10949,8,13,1958,4,3,4,434,big_spenders,2013-12-16
1991,8212,89,7,174,1,2,2,122,0,2013-03-28
1992,6248,47,20,2217,3,4,4,344,loyals,2013-10-17
1993,10164,75,10,1691,1,2,4,124,big_spenders,2014-03-04
1994,4547,86,4,25,1,1,1,111,lost,2013-04-17
1995,6815,4,15,809,4,4,3,443,loyals,2014-05-23
1996,4122,73,10,895,2,2,3,223,0,2012-08-29
1997,10841,46,12,484,3,3,3,333,0,2012-12-25
1998,5370,38,13,413,3,3,3,333,0,2013-01-16
1999,176,73,10,331,2,2,2,222,0,2014-02-01
2000,4860,66,4,25,2,1,1,211,0,2013-08-03
2001,10757,36,3,13,3,1,1,311,0,2013-12-24
2002,4023,29,5,115,3,1,2,312,0,2012-06-09
2003,6679,29,3,16,3,1,1,311,0,2014-12-06
2004,9923,6,6,92,4,2,2,422,0,2013-09-18
2005,7181,97,5,52,1,1,1,111,lost,2013-07-11
2006,3599,61,16,1464,2,4,4,244,loyals,2012-11-26
2007,405,68,8,441,2,2,3,223,0,2013-02-13
2008,6870,73,10,283,2,2,2,222,0,2013-09-17
2009,832,90,18,747,1,4,3,143,loyals,2014-02-03
2010,2002,81,10,1870,1,2,4,124,big_spenders,2013-05-20
2011,3657,1,8,165,4,2,2,422,0,2013-02-14
2012,500,79,16,1941,1,4,4,144,loyals,2013-06-08
2013,1951,92,19,839,1,4,3,143,loyals,2013-01-27
2014,3262,31,15,1655,3,4,4,344,loyals,2012-07-08
2015,4102,46,3,23,3,1,1,311,0,2013-03-29
2016,7042,14,4,66,4,1,1,411,rookies,2013-01-03
2017,10598,89,5,37,1,1,1,111,lost,2013-04-15
2018,255,31,4,21,3,1,1,311,0,2014-03-30
2019,2375,75,3,22,1,1,1,111,lost,2012-09-25
2020,9829,42,6,78,3,2,2,322,0,2014-12-02
2021,6214,53,5,79,2,1,2,212,0,2013-05-04
2022,4954,53,9,265,2,2,2,222,0,2014-01-21
2023,7861,23,14,1175,4,3,4,434,big_spenders,2014-05-02
2024,4837,57,21,1305,2,4,4,244,loyals,2013-02-16
2025,9423,49,6,46,3,2,1,321,0,2014-02-23
2026,4198,6,3,25,4,1,1,411,rookies,2013-12-03
2027,153,29,4,46,3,1,1,311,0,2013-10-17
2028,9323,5,17,874,4,4,3,443,loyals,2012-07-09
2029,10001,98,5,100,1,1,2,112,0,2012-01-08
2030,3945,80,15,930,1,4,3,143,loyals,2013-10-03
2031,3799,4,18,868,4,4,3,443,loyals,2013-11-26
2032,8625,70,6,45,2,2,1,221,0,2013-12-11
2033,3491,32,19,1260,3,4,4,344,loyals,2013-04-29
2034,983,82,9,414,1,2,3,123,0,2013-09-28
2035,9119,27,10,392,3,2,2,322,0,2013-05-12
2036,4786,94,22,1109,1,4,4,144,loyals,2012-04-10
2037,5872,23,14,639,4,3,3,433,0,2013-01-06
2038,6568,97,5,79,1,1,2,112,0,2013-03-28
2039,5628,25,20,1665,3,4,4,344,loyals,2013-08-02
2040,5631,92,13,692,1,3,3,133,0,2013-02-05
2041,4974,98,13,1392,1,3,4,134,big_spenders,2012-09-25
2042,8416,19,5,44,4,1,1,411,rookies,2013-11-29
2043,5454,80,5,50,1,1,1,111,lost,2013-01-12
2044,4095,80,10,467,1,2,3,123,0,2012-11-09
2045,5474,79,8,223,1,2,2,122,0,2013-11-30
2046,4268,50,7,158,2,2,2,222,0,2014-09-06
2047,10701,60,19,1211,2,4,4,244,loyals,2013-11-09
2048,3507,44,7,1575,3,2,4,324,big_spenders,2012-08-17
2049,2079,0,15,1208,4,4,4,444,stars,2013-12-27
2050,626,28,4,43,3,1,1,311,0,2013-09-03
2051,4426,35,13,527,3,3,3,333,0,2013-09-22
2052,2591,49,10,932,3,2,3,323,0,2014-06-22
2053,10509,46,6,71,3,2,2,322,0,2014-02-06
2054,6382,97,4,54,1,1,1,111,lost,2014-06-26
2055,6673,51,6,129,2,2,2,222,0,2013-03-19
2056,7441,80,14,1615,1,3,4,134,big_spenders,2012-06-10
2057,1071,10,20,1034,4,4,3,443,loyals,2013-07-21
2058,10061,29,21,1088,3,4,4,344,loyals,2013-05-01
2060,8775,74,6,137,2,2,2,222,0,2013-12-27
2062,2345,54,12,1244,2,3,4,234,big_spenders,2013-10-25
2063,322,93,5,41,1,1,1,111,lost,2013-12-01
2064,10897,63,21,1174,2,4,4,244,loyals,2012-12-08
2065,123,92,8,993,1,2,3,123,0,2013-06-01
2066,6103,40,5,100,3,1,2,312,0,2013-06-09
2067,7899,70,8,1680,2,2,4,224,big_spenders,2012-10-29
2068,10500,96,7,98,1,2,2,122,0,2014-05-04
2069,1655,81,4,48,1,1,1,111,lost,2013-10-19
2070,2406,63,14,519,2,3,3,233,0,2013-05-08
2071,2712,85,16,715,1,4,3,143,loyals,2013-12-25
2072,5517,51,3,37,2,1,1,211,0,2013-09-15
2073,10643,23,16,653,4,4,3,443,loyals,2013-10-01
2074,2254,95,14,1455,1,3,4,134,big_spenders,2013-07-07
2075,10281,11,12,602,4,3,3,433,0,2014-07-02
2076,6958,42,3,26,3,1,1,311,0,2013-05-07
2077,954,77,5,102,1,1,2,112,0,2014-03-27
2080,4643,40,7,176,3,2,2,322,0,2012-08-26
2082,6497,32,11,433,3,3,3,333,0,2012-07-11
2083,5396,48,22,1366,3,4,4,344,loyals,2013-01-13
2085,1052,24,15,1001,4,4,3,443,loyals,2013-02-16
2086,2802,61,11,961,2,3,3,233,0,2012-12-15
2087,6343,6,13,1518,4,3,4,434,big_spenders,2014-03-31
2088,6507,16,5,56,4,1,1,411,rookies,2013-04-10
2089,7901,39,3,22,3,1,1,311,0,2013-06-11
2090,4865,2,13,400,4,3,3,433,0,2013-08-31
2091,2686,49,3,26,3,1,1,311,0,2013-10-21
2092,3107,31,11,350,3,3,2,332,0,2014-02-05
2093,7734,58,11,1216,2,3,4,234,big_spenders,2012-12-19
2094,1146,5,17,874,4,4,3,443,loyals,2012-07-09
2095,11031,90,4,40,1,1,1,111,lost,2013-05-21
2096,7428,47,11,1367,3,3,4,334,big_spenders,2013-09-30
2097,975,25,9,264,3,2,2,322,0,2013-05-28
2098,1103,60,14,2053,2,3,4,234,big_spenders,2012-09-29
2099,3422,67,6,1376,2,2,4,224,big_spenders,2012-11-29
2100,1055,40,4,45,3,1,1,311,0,2014-03-20
2101,6544,63,17,976,2,4,3,243,loyals,2014-05-22
2102,1241,1,4,51,4,1,1,411,rookies,2012-09-17
2103,2909,89,14,1264,1,3,4,134,big_spenders,2014-02-19
2104,5802,40,6,75,3,2,2,322,0,2013-02-28
2105,1407,5,5,57,4,1,1,411,rookies,2012-10-29
2106,6183,3,6,140,4,2,2,422,0,2013-10-06
2107,340,1,15,497,4,4,3,443,loyals,2012-12-15
2108,5991,24,9,266,4,2,2,422,0,2013-08-06
2109,3104,89,17,2006,1,4,4,144,loyals,2012-09-17
2110,9729,48,15,615,3,4,3,343,loyals,2013-02-06
2111,1008,31,20,1021,3,4,3,343,loyals,2012-12-21
2112,11091,68,4,22,2,1,1,211,0,2014-05-16
2113,3969,46,4,133,3,1,2,312,0,2013-01-11
2114,1916,92,13,437,1,3,3,133,0,2013-07-24
2115,9907,80,16,1013,1,4,3,143,loyals,2013-04-12
2116,87,16,5,57,4,1,1,411,rookies,2013-08-26
2117,8659,50,17,1038,2,4,3,243,loyals,2014-01-21
2118,6262,93,11,1573,1,3,4,134,big_spenders,2013-10-04
2119,6147,51,2,28,2,1,1,211,0,2012-10-18
2120,8832,24,7,123,4,2,2,422,0,2012-12-09
2121,10067,79,3,13,1,1,1,111,lost,2013-10-08
2122,7532,26,7,132,3,2,2,322,0,2012-08-30
2123,4915,86,17,732,1,4,3,143,loyals,2012-03-08
2124,2115,68,5,66,2,1,1,211,0,2014-06-20
2125,2088,98,17,1631,1,4,4,144,loyals,2013-04-10
2126,2493,34,15,608,3,4,3,343,loyals,2013-02-08
2127,6292,60,14,1822,2,3,4,234,big_spenders,2013-03-30
2128,1631,3,15,1282,4,4,4,444,stars,2012-03-09
2129,10104,65,3,8,2,1,1,211,0,2013-03-11
2130,3006,83,4,43,1,1,1,111,lost,2013-04-22
2131,3919,64,13,1931,2,3,4,234,big_spenders,2013-11-03
2132,11181,85,0,8,1,1,1,111,lost,2013-08-29
2133,642,69,4,103,2,1,2,212,0,2012-08-14
2134,4369,48,9,1169,3,2,4,324,big_spenders,2014-10-01
2135,10127,21,12,395,4,3,2,432,0,2014-06-04
2136,271,30,6,258,3,2,2,322,0,2013-02-10
2137,4973,39,3,25,3,1,1,311,0,2014-11-05
2138,2948,76,7,185,1,2,2,122,0,2014-01-03
2139,2715,11,5,180,4,1,2,412,0,2012-06-08
2140,10432,26,4,22,3,1,1,311,0,2014-01-30
2141,9216,34,5,44,3,1,1,311,0,2014-01-23
2142,7124,72,6,94,2,2,2,222,0,2013-01-02
2143,9727,13,6,81,4,2,2,422,0,2014-02-28
2144,5136,58,17,798,2,4,3,243,loyals,2014-01-17
2145,9790,12,15,1334,4,4,4,444,stars,2013-11-23
2146,1818,23,4,38,4,1,1,411,rookies,2014-03-25
2147,1100,33,6,61,3,2,1,321,0,2014-03-24
2148,7873,30,11,300,3,3,2,332,0,2013-06-07
2149,10609,15,5,88,4,1,2,412,0,2013-12-10
2150,6950,25,5,54,3,1,1,311,0,2013-12-15
2151,7233,4,11,1782,4,3,4,434,big_spenders,2012-09-17
2152,9481,80,6,68,1,2,1,121,0,2014-01-28
2153,7699,30,6,258,3,2,2,322,0,2013-02-10
2154,2711,6,4,31,4,1,1,411,rookies,2013-06-27
2155,8933,16,6,66,4,2,1,421,0,2014-12-05
2156,8726,57,7,174,2,2,2,222,0,2014-04-29
2157,1515,9,4,28,4,1,1,411,rookies,2014-01-22
2158,5186,59,16,731,2,4,3,243,loyals,2014-12-03
2159,10157,78,10,274,1,2,2,122,0,2014-01-25
2160,5667,90,13,1701,1,3,4,134,big_spenders,2012-11-10
2161,902,74,10,312,2,2,2,222,0,2014-04-03
2162,977,10,13,414,4,3,3,433,0,2013-01-08
2163,7313,63,17,1565,2,4,4,244,loyals,2013-03-06
2164,7600,13,4,29,4,1,1,411,rookies,2013-10-28
2165,9706,98,5,94,1,1,2,112,0,2013-06-24
2166,2429,4,13,1338,4,3,4,434,big_spenders,2013-02-14
2167,3520,94,11,1092,1,3,4,134,big_spenders,2013-03-27
2168,10394,91,9,1479,1,2,4,124,big_spenders,2013-12-23
2169,4548,66,4,54,2,1,1,211,0,2013-11-23
2170,9362,14,16,568,4,4,3,443,loyals,2014-05-03
2171,3968,77,23,1199,1,4,4,144,loyals,2013-06-28
2172,4084,41,17,873,3,4,3,343,loyals,2014-01-17
2173,6721,21,11,1213,4,3,4,434,big_spenders,2013-07-29
2174,2829,25,17,731,3,4,3,343,loyals,2014-10-03
2175,1772,2,12,2043,4,3,4,434,big_spenders,2013-11-01
2176,1544,51,14,1893,2,3,4,234,big_spenders,2012-12-22
2177,492,3,13,424,4,3,3,433,0,2012-10-18
2178,4377,32,10,575,3,2,3,323,0,2013-07-01
2179,4541,84,9,257,1,2,2,122,0,2013-10-24
2180,1321,49,6,56,3,2,1,321,0,2013-04-11
2181,8858,69,15,542,2,4,3,243,loyals,2013-07-03
2182,3266,96,5,125,1,1,2,112,0,2014-04-23
2183,11187,23,5,69,4,1,1,411,rookies,2013-05-20
2184,8207,18,4,40,4,1,1,411,rookies,2014-03-18
2185,9723,8,20,1016,4,4,3,443,loyals,2013-10-01
2186,2666,21,19,907,4,4,3,443,loyals,2014-06-02
2187,5721,60,13,1566,2,3,4,234,big_spenders,2014-11-05
2188,10652,48,9,1169,3,2,4,324,big_spenders,2014-10-01
2189,1646,36,4,46,3,1,1,311,0,2014-03-16
2190,4418,36,19,1644,3,4,4,344,loyals,2013-02-25
2191,2656,63,3,59,2,1,1,211,0,2013-02-21
2192,7990,2,3,17,4,1,1,411,rookies,2012-02-08
2193,8722,38,17,1853,3,4,4,344,loyals,2012-06-11
2194,7118,61,15,1528,2,4,4,244,loyals,2012-01-08
2195,2980,52,6,35,2,2,1,221,0,2013-03-22
2196,1839,25,7,141,3,2,2,322,0,2014-04-21
2197,10722,63,9,546,2,2,3,223,0,2013-08-21
2198,2632,10,9,500,4,2,3,423,0,2013-06-18
2199,9014,65,6,61,2,2,1,221,0,2014-06-26
2200,7620,71,4,106,2,1,2,212,0,2013-05-08
2201,10968,0,14,704,4,3,3,433,0,2012-11-23
2202,11133,3,13,424,4,3,3,433,0,2012-10-18
2203,2736,88,16,849,1,4,3,143,loyals,2013-02-01
2204,1876,15,5,85,4,1,2,412,0,2013-02-16
2205,5959,80,8,199,1,2,2,122,0,2012-10-15
2206,1092,17,13,1147,4,3,4,434,big_spenders,2012-11-08
2207,4333,76,5,54,1,1,1,111,lost,2014-03-23
2208,3850,52,4,43,2,1,1,211,0,2012-07-12
2209,6168,28,3,53,3,1,1,311,0,2013-07-15
2210,607,31,15,521,3,4,3,343,loyals,2013-02-13
2211,10469,42,15,1623,3,4,4,344,loyals,2014-05-02
2212,6983,24,5,45,4,1,1,411,rookies,2014-01-05
2213,3661,42,12,1435,3,3,4,334,big_spenders,2012-12-10
2214,9303,12,1,32,4,1,1,411,rookies,2013-07-30
2215,692,88,3,16,1,1,1,111,lost,2012-12-20
2216,736,67,5,52,2,1,1,211,0,2013-03-21
2217,9589,54,11,1234,2,3,4,234,big_spenders,2014-05-04
2218,4838,40,3,15,3,1,1,311,0,2013-06-19
2219,9246,73,12,415,2,3,3,233,0,2012-10-14
2220,6261,81,13,470,1,3,3,133,0,2013-11-26
2221,7366,12,14,1438,4,3,4,434,big_spenders,2013-04-07
2222,10659,7,5,53,4,1,1,411,rookies,2013-07-05
2223,1448,33,6,51,3,2,1,321,0,2014-06-25
2224,4286,24,13,679,4,3,3,433,0,2014-09-01
2225,4749,55,14,586,2,3,3,233,0,2012-09-26
2226,4478,87,17,653,1,4,3,143,loyals,2013-03-24
2227,4201,39,12,468,3,3,3,333,0,2013-03-03
2229,10084,9,4,50,4,1,1,411,rookies,2014-05-18
2230,7004,82,5,84,1,1,2,112,0,2013-03-16
2231,9817,71,21,1049,2,4,4,244,loyals,2012-08-21
2232,8080,50,3,22,2,1,1,211,0,2012-08-17
2234,8372,81,3,30,1,1,1,111,lost,2013-01-07
2235,10870,46,13,1341,3,3,4,334,big_spenders,2013-06-13
2236,4001,56,13,444,2,3,3,233,0,2014-10-06
2237,7270,91,15,1241,1,4,4,144,loyals,2014-01-25
2238,8235,8,16,843,4,4,3,443,loyals,2014-01-24
2239,9405,40,7,172,3,2,2,322,0,2012-10-15
